FlightNumber,FlightDelayStatus
MSP_ORD_102928,1
EWR_MSP_90298,1
ORD_BDL_58332,1
SFO_EWR_67618,1
IAH_TYS_59116,1
ATL_JAX_104759,1
SGF_DFW_68977,1
CVG_ORD_103636,1
MSP_DTW_73904,1
ORD_SJU_101750,1
DEN_PHX_83134,1
GSO_ATL_103333,1
CVG_BNA_76173,1
AUS_ORD_102699,1
PHX_SMF_82202,1
ELP_AUS_70215,1
DCA_LGA_82199,1
SLC_ONT_66045,1
DEN_DFW_89204,1
PHX_LAX_81787,2
ORD_PIT_86010,1
EWR_IAH_91293,1
LAS_ORD_77154,1
BUF_CLT_80915,1
PIT_PHX_99598,1
DTW_DFW_88861,1
CLE_IAH_65931,1
MCO_MIA_60129,1
BNA_EWR_71895,1
EVV_ORD_69257,1
GTF_DEN_59595,1
ATL_FAY_66042,1
MCI_SLC_81614,1
ORD_MDT_94847,1
ORD_SAT_83465,1
LAS_LAX_91138,1
ATL_GTR_92558,1
LAX_PHX_75290,1
PHX_SLC_88741,1
CVG_SYR_76539,1
MCO_LAX_81091,1
CMH_DCA_76440,1
BHM_DFW_83087,1
LAX_LAS_99899,1
ORD_CLE_59372,1
IAH_MEM_87374,1
IAH_BOS_78536,1
EWR_PVD_81855,1
LGA_MSP_75235,1
SFO_LAS_99429,1
HDN_IAH_93624,1
LAS_FAT_85427,1
ATL_GPT_68642,1
FAT_DFW_97160,1
XNA_EWR_102429,1
DCA_MDW_102015,1
GNV_ATL_71864,1
RDU_DFW_105031,1
EWR_ATL_90679,1
ORD_JFK_104386,1
ALB_IAD_57216,1
MIA_IND_104110,1
PHL_MIA_98868,1
ATL_JAN_91883,1
DCA_LAX_61019,1
SEA_DEN_97283,1
CVG_JAX_99694,1
ATL_BTR_94784,1
LGA_MCO_64353,1
BGR_LGA_71085,1
CLE_SRQ_103185,1
DTW_MIA_61079,1
PHX_RNO_91743,1
LAX_COS_79670,1
TVC_ORD_60168,1
BDL_ORD_78477,1
IND_IAH_93122,1
SJU_MCO_91773,1
CVG_BDL_79500,1
ATW_ATL_86146,1
MIA_PHL_85074,1
DTW_DCA_82071,1
BWI_MDW_60885,1
BOS_PHL_67606,1
ABQ_MSP_87955,1
BWI_CVG_59284,1
PHX_IAD_63923,1
BWI_ATL_68751,1
LAX_MDW_74959,1
SLC_RAP_66390,1
PHL_JFK_84024,1
PHX_LAX_89244,1
STL_JFK_93332,1
ORD_CVG_76533,1
TUL_CVG_67364,1
SJC_IAD_85339,1
SLC_DEN_63174,1
MSN_DTW_100924,1
SGF_DFW_100442,1
CVG_ORF_82695,1
SFO_EWR_87943,1
BDL_ATL_75856,1
SAT_LAS_60331,1
SAT_EWR_101845,1
BOS_OAK_93926,1
IAH_DFW_72907,1
BNA_CVG_105481,1
STL_BOS_103331,1
FLL_TPA_73260,1
JFK_JAX_105092,1
BOS_MIA_95579,1
ATL_AUS_67956,1
ORD_PHX_87101,2
MIA_MSP_90121,1
ORD_CVG_85738,1
SEA_SLC_99020,1
DFW_SLC_85007,1
TUL_LAS_92497,1
MIA_DFW_83706,1
ORD_SAN_105151,1
MKE_EWR_91135,1
ATL_FNT_68096,1
ATL_TPA_80920,1
GSO_CVG_68396,2
MCO_BWI_102899,1
ATL_LAS_75135,1
ORF_DFW_88267,1
HOU_ATL_99819,1
BUR_OAK_98529,1
IAH_MCO_98899,1
CVG_LAS_100937,1
ATL_DTW_103873,1
ORD_CVG_86309,1
ATL_BUF_66675,1
SJC_ONT_61054,1
ATL_SMF_99573,1
SEA_LAX_77509,1
LAX_DEN_64116,1
LAX_SJC_56876,1
DFW_SNA_57031,1
CLE_PHL_92807,1
ATL_CRP_104320,1
MCO_BWI_65588,1
DCA_BOS_76316,1
MDW_BWI_84779,1
BOS_ORF_68569,1
CLE_CVG_76414,1
DTW_ATL_90886,1
LGA_CVG_72340,1
JFK_RDU_64969,1
CHA_CVG_90307,1
ORD_MSP_62547,1
DCA_BOS_74521,2
DFW_TPA_99741,2
DFW_SJC_85015,2
LGA_CVG_84201,1
SEA_SLC_60466,1
SFO_LAS_76592,1
ICT_DFW_105017,1
TPA_PNS_84591,1
DFW_MEM_103840,1
CVG_IAD_76418,1
IND_LGA_88919,1
EWR_TPA_84617,1
OAK_SAN_70534,1
PHL_MSP_59141,1
PHX_BUR_74742,1
MHT_MCO_80853,1
JFK_BOS_100672,1
IAH_BOS_66006,1
MCI_BNA_59313,1
LEX_ORD_67474,1
SFO_ORD_97007,1
ORD_DFW_75504,1
DFW_SEA_65849,1
MDW_PHX_93281,1
ATL_CAK_69398,1
MEM_DFW_92172,1
DTW_ATL_83326,1
LGA_IAH_90593,1
MIA_BNA_96448,1
ORD_MDT_77615,1
LGA_DCA_71745,1
DFW_PNS_100411,1
MIA_SFO_92283,1
ORF_MDW_99350,1
ORD_ROC_101259,1
ONT_OAK_97819,1
TUS_DFW_94893,1
BZN_SLC_65988,1
DFW_DSM_66002,1
MDW_BHM_82098,1
DEN_SMF_99548,1
MCO_RDU_81957,1
IAH_GPT_98932,1
SJC_SLC_77755,1
MCI_ATL_58949,1
IAD_EWR_73546,1
CMH_BWI_94688,1
DFW_ATL_61779,1
PDX_DFW_93081,1
BOS_LAS_97565,1
BNA_CVG_60458,2
CLE_BNA_94030,1
ATL_STL_97075,1
ATL_SRQ_100540,1
CLE_MDT_76947,1
DTW_MDW_72379,1
DTW_ATL_59813,1
ATL_MCI_92463,1
SAT_EWR_80927,1
BWI_DFW_83044,1
DFW_DCA_76138,1
TLH_CVG_71814,1
PHL_IAH_67741,1
DAY_DFW_63546,1
LAX_LIH_69392,1
JAX_JFK_58935,1
MHT_LAS_103935,1
JFK_PIT_101758,1
ONT_PHX_63508,1
BWI_SDF_104072,1
TUS_SLC_67650,1
CLE_EWR_61281,1
TUS_LAS_73174,1
STX_MIA_92916,1
GPT_IAH_101466,1
MCI_SLC_95282,1
BHM_MSY_70273,1
XNA_ORD_102509,1
DTW_LAX_70743,1
SHV_DFW_83794,1
DCA_MSP_91015,1
JAX_CLT_65269,1
HOU_DFW_99594,1
DTW_ORD_77522,1
LGA_ORD_77390,1
IAH_BNA_100808,1
ATL_CAE_98598,1
PHX_CMH_60363,1
JFK_DFW_98682,1
JAN_IAH_62269,1
RDU_DTW_90965,1
HOU_LAS_85990,1
PSC_SLC_77480,1
IAH_IAD_70493,1
DFW_TYS_58062,1
IAH_HSV_68757,1
ABQ_LAX_76719,1
SFO_ATL_76409,1
LAS_SEA_103909,1
SFO_LAX_71372,1
MFR_SLC_59375,1
FWA_ATL_82867,2
PIT_RSW_75995,2
BWI_BOS_96406,2
BDL_MCO_79319,1
TPA_HSV_82967,1
MDW_LAX_67423,1
SLC_TUL_57258,1
BWI_MCO_99392,1
ORF_EWR_95350,2
ABE_ATL_85116,1
ONT_ATL_60563,1
MCI_ORD_77434,1
IAH_DFW_57600,1
OMA_STL_102090,1
SJC_SAN_91146,1
DFW_CLE_99914,1
ABQ_MSP_63182,1
ACV_SFO_64369,1
IAD_ORD_73821,1
MSP_RDU_89609,1
CLE_ORD_81780,1
MEM_MCI_77279,1
LGA_ORD_81692,1
PVD_PIT_85824,1
BUF_DCA_90376,1
BOS_PHL_76891,1
PNS_ATL_91696,1
MEM_LGA_84957,1
SYR_ATL_99824,1
IAD_DTW_78836,1
CHO_CVG_96512,1
DFW_HNL_67617,1
PHL_CVG_67251,1
ORD_PHX_84253,1
ABQ_SLC_66472,1
HNL_LAS_63080,1
ROC_DTW_96746,1
SJU_MIA_70378,1
MSP_LGA_95776,1
CMH_MDW_66528,1
GSO_TPA_72959,1
ATL_MCO_95685,1
EWR_ORD_104118,1
DAL_ELP_73934,1
DEN_SLC_78027,1
DAY_IAH_75149,1
CVG_DTW_90942,2
BWI_DEN_97179,1
OAK_SEA_90787,1
CVG_SAT_61224,1
BOS_CVG_90018,1
SAN_IAD_84755,1
RDD_SFO_102061,1
PHX_ORD_58106,1
SLC_MSP_95695,1
EWR_DCA_65595,1
CMH_DEN_103638,1
PHX_IAH_83987,1
ONT_DFW_82607,1
CVG_CLT_102139,1
ATL_BNA_71202,1
PDX_CVG_63670,1
DTW_IND_92830,1
RSW_MEM_86571,1
PVD_ORD_99383,1
MCI_CVG_94913,1
GSP_CVG_65651,1
ATL_FWA_94915,1
IAH_JAX_88692,1
ICT_DEN_59660,1
MSP_ORD_72937,1
SEA_SFO_89801,1
IAD_ORD_89929,1
DCA_DFW_81148,1
OAK_LAX_90808,1
EWR_BOS_105338,1
SFO_MIA_57222,1
CLE_EWR_70907,1
MCO_RDU_86904,1
MSP_GEG_64543,1
JFK_CVG_93642,1
ATL_MEM_101464,1
EWR_ORF_87676,1
DCA_BNA_69384,1
PIT_ATL_58284,1
AUS_ORD_82889,1
IAH_DFW_81285,1
ATL_PIA_91221,1
LAS_MDW_77319,1
MCO_ISP_64921,1
ALB_DCA_80752,1
BNA_CVG_93147,1
MSP_EWR_76873,1
RDU_DFW_79119,1
IAH_ORD_63388,1
DCA_CHS_69590,1
LAX_SFO_72276,1
ATL_MKE_95086,1
ROA_ATL_101880,1
ORD_IAD_86442,1
CLT_JFK_91232,1
TVC_ORD_104601,1
CLT_DFW_95567,1
SJC_DFW_66915,1
ICT_DFW_65444,1
PHL_MHT_75299,1
PVD_CLT_75119,1
ORD_LIT_71673,1
TPA_PIT_90862,1
GRR_ATL_102388,1
DFW_MKE_99470,1
ATL_EVV_79862,1
DFW_MEM_98663,1
MIA_RDU_81955,1
PHL_DEN_91671,1
IAH_SLC_71349,1
ATL_PNS_79586,1
OMA_STL_69947,1
DEN_MDW_93581,1
MSP_EWR_75146,1
LGA_DCA_89202,1
STL_SAN_78562,1
LGA_ATL_90331,1
CLE_BDL_103327,1
ORD_ATL_71312,1
DTW_MEM_70375,1
BGM_CVG_82078,1
SLC_RDM_73748,1
ACV_SFO_97135,1
CHA_DFW_75587,1
DTW_TPA_95938,1
MSP_DFW_60231,1
SYR_EWR_68393,1
STL_DEN_75654,1
ORD_LAX_66330,1
EWR_DAB_66477,1
LAX_SEA_77619,1
BOI_SEA_59827,1
DCA_BOS_59747,1
MCO_MEM_86354,1
BDL_MDW_66560,1
DFW_AMA_62020,1
GSO_IAD_98232,1
DEN_SEA_64883,1
DCA_DTW_63112,1
DFW_PNS_81864,1
DEN_ABQ_103240,1
EWR_MDW_62508,1
MDW_CVG_67567,1
JFK_MCO_79864,1
DCA_MCO_82110,1
EWR_CMH_89214,1
LAS_LGB_59050,1
MCO_DFW_71957,1
LNK_DEN_86916,1
STL_DCA_86836,1
OAK_LAS_101914,1
BWI_MCO_95556,1
PHL_IND_74134,1
SFO_SBA_57651,1
MEM_ATL_86807,1
ATL_TPA_103417,2
LIT_IAH_93923,2
SJC_LAX_89795,1
ORD_AUS_95286,1
FLL_MDW_98702,1
IND_DCA_63234,1
BNA_CLE_96433,1
MIA_ORD_59610,1
IAH_LIT_60028,1
DFW_IAH_97210,1
GEG_SEA_84053,1
SAT_CVG_96597,1
SFO_BOS_71934,1
DFW_LAS_101902,1
SEA_SMF_59140,1
ORD_BWI_78676,1
SJU_MIA_72684,1
CLE_DFW_85437,1
LAX_MIA_82069,1
OAK_SAN_94908,1
IAD_GSO_79926,1
BUR_PHX_85277,1
IAH_BFL_79477,1
ORD_DCA_78016,1
DCA_FLL_71274,1
OAK_SNA_85440,1
LAS_RNO_63754,1
PIT_EWR_72779,1
OAK_SLC_96096,1
ATL_BUF_67834,1
DAY_BWI_70724,1
PHX_SAN_84309,1
DTW_PHL_57673,1
SLC_HLN_93530,1
PIT_MDW_93483,1
ORD_BDL_103292,1
MCO_TYS_77106,1
RDU_ORD_59113,1
CLT_ORF_67808,1
PHL_ORD_71310,1
IAH_JAN_60066,1
BNA_HOU_78537,1
CLE_HPN_93696,1
EWR_BOS_80626,1
BZN_SLC_68575,1
CVG_MKE_71338,1
LAS_SAN_74648,1
PHX_MCI_97473,1
CHS_CVG_97070,1
MFE_IAH_81167,2
MCO_DCA_77309,1
LAS_SMF_88088,1
LAX_LIH_62378,1
DEN_DFW_73996,1
LGA_FLL_90435,1
DTW_AUS_96695,1
ORD_LAS_95027,1
CVG_PHF_97786,1
ATL_PHF_89696,1
ORD_SYR_82180,1
SJU_JFK_68328,1
DFW_ELP_96333,1
BWI_TPA_85666,1
EWR_JAX_80037,1
DFW_CLE_91421,1
SLC_CPR_84240,1
DEN_TUL_58502,1
RNO_SLC_93896,1
MCO_SFO_85346,1
TPA_SDF_101075,1
DTW_DFW_80868,1
CMH_BNA_90278,1
DFW_HOU_101191,1
CVG_TRI_98959,1
JFK_BOS_104196,1
ATL_PHF_105522,1
CLE_ORF_68403,1
EYW_ATL_76918,1
ABQ_IAH_103355,1
PIT_SFO_63627,1
ORD_SAT_97720,1
ORD_STL_98363,1
ORD_LGA_60493,1
CLT_LGA_104649,1
ELP_DFW_84727,1
SFO_PHX_73381,1
MCI_OAK_105317,1
SJC_LAS_72252,1
ALB_CVG_66850,1
ORD_SYR_65965,1
EWR_RDU_97157,1
ORD_EWR_99597,1
PIT_LAS_101235,1
EWR_LAX_69235,1
BOS_DFW_71555,1
RDU_PHL_99745,1
LGA_GSO_104390,1
SFO_LAS_63365,1
MEM_DTW_73326,1
CAK_CVG_94398,1
CVG_DSM_89408,1
DCA_MIA_69121,1
MIA_DCA_80648,1
BOS_RDU_75765,1
TOL_ATL_78881,1
PHX_ABQ_86816,1
CLE_CVG_90169,1
CVG_MHT_92566,1
FLL_LGA_105670,1
DFW_SAN_78705,1
ATL_SAT_64252,1
EWR_MSP_77622,1
DEN_MSP_100585,1
CLE_TPA_66430,1
LGA_CLE_96661,1
PIT_MCO_65504,1
SMF_MDW_88586,1
DCA_MCO_93979,1
SMF_LAS_86779,1
LGA_MDW_90684,1
GPT_TPA_60375,1
ATL_DTW_64574,1
PSP_SLC_71173,1
STL_DFW_90174,1
LBB_IAH_76348,1
ORD_SFO_105189,1
DCA_MSP_90891,1
SGU_LAX_104506,1
CVG_CID_77093,1
BDL_PHL_80775,1
PHL_RDU_67616,1
PHX_SLC_75050,1
CLT_DFW_98733,1
SLC_EUG_80487,1
CVG_BWI_104500,1
OMA_PHX_67038,1
MSP_PHX_80340,1
AVL_CVG_71103,1
PHL_DEN_69721,1
JFK_STT_79236,1
SLC_ATL_73410,1
TYS_ORD_98359,1
IAD_BDL_85968,1
TLH_ATL_75163,1
BTV_CVG_98431,1
RDU_DFW_75242,1
DTW_CVG_57427,1
RDU_JFK_77224,1
DFW_MIA_74795,1
MCI_SLC_86212,1
ORD_GSP_101616,1
PHL_DFW_97948,1
DTW_PVD_63059,1
CLT_JAX_63636,1
STL_EWR_93365,1
ATL_ORD_58146,1
AUS_DFW_71691,1
ELP_DAL_66261,1
DFW_FLL_95453,1
LBB_DFW_100174,1
LAS_PDX_67820,1
IND_ATL_62674,1
IND_ATL_74333,1
CVG_ERI_86130,1
TPA_ABQ_80272,1
SEA_DEN_105602,1
DFW_PNS_90801,1
DEN_DTW_84477,2
MCO_PVD_92416,1
BUF_ORD_90354,1
JFK_MLB_104377,1
MSP_MDW_78437,1
MSY_ORD_59983,1
EWR_EGE_82666,1
ORF_CVG_104080,1
SYR_DCA_82574,1
DFW_PIT_78002,1
BOS_CLT_74722,2
HOU_MSY_65148,1
CMH_IAH_58237,1
MDW_LGA_72841,1
PFN_ATL_65589,1
OAK_SEA_63038,1
OAK_LAS_82354,1
PVD_EWR_79885,1
SEA_PHL_91705,1
MKE_DFW_83216,1
CVG_AVL_61299,1
DEN_FAT_102299,1
PVD_TPA_91942,1
SLC_LAX_81552,1
ISP_MDW_98717,1
CVG_SLC_61846,1
PHF_CVG_69475,1
ATL_DFW_78834,1
MIA_EWR_71910,1
CLT_LGA_95389,1
ATL_JFK_58155,1
DFW_BUR_70870,1
IAH_CVG_96600,1
PBI_ATL_72112,1
MCO_MIA_100337,1
SLC_FAT_70567,1
LNK_ORD_101504,1
TUL_ORD_77918,1
DTW_BUF_68348,1
JAX_PHL_71841,1
ATL_RIC_91707,1
EWR_FLL_57729,1
ORD_TPA_98143,1
JAN_HOU_103625,1
GSO_EWR_93593,1
SYR_EWR_59075,1
JAX_FLL_76381,1
JFK_MCO_62015,1
PHX_SJC_93666,1
IAH_MFE_81595,1
DEN_EWR_81511,1
ACV_SFO_65384,1
BNA_MCO_102843,1
MGM_ATL_81993,1
DFW_LGA_81207,1
LAX_PHX_100280,1
DTW_LAS_85050,1
IAD_PVD_84604,1
FLL_DFW_68605,1
CRP_IAH_82650,1
ORD_RST_82836,1
MCO_DFW_68807,1
TXK_IAH_81074,1
ONT_MSP_94507,1
BUF_BWI_91943,1
TPA_MCI_80074,1
JFK_FLL_105406,1
DTW_ATL_73513,1
ROC_ATL_87406,1
DEN_RAP_91968,1
ALB_ATL_71055,1
STL_PHX_99007,1
PIT_CLT_57998,1
PIT_DFW_96125,1
ATL_PHF_97882,1
MCO_MIA_70028,1
IAH_BNA_98713,1
IAH_MOB_73789,1
DFW_CVG_87810,1
MCI_MSP_99964,1
LGA_MHT_85542,1
LAX_DFW_69327,1
DTW_CLT_98469,1
FLL_DFW_81246,1
ROC_CLE_101724,1
ORF_DTW_73066,1
DAL_LBB_87233,1
IAD_SAV_59852,1
CLT_ORF_93565,1
MDW_EWR_103583,1
MDW_ATL_89146,1
LAX_KOA_90999,1
MSP_ORD_98253,1
RDU_BDL_59073,1
LGA_FLL_67004,1
DEN_JAC_85596,1
EWR_MSP_96913,1
JFK_DTW_94330,1
DEN_MDW_59551,1
SDF_MDW_81904,2
MIA_SJU_63764,2
ORD_CLE_97355,1
MSP_ORD_86901,2
PIT_MIA_97356,2
PIT_CLT_84153,1
PHF_ATL_81391,1
RDU_CVG_80821,1
TUL_DFW_61921,1
PIT_MCO_70806,1
DEN_TPA_82008,1
PHX_SLC_101889,1
BNA_IAD_80968,1
DFW_CLL_79269,1
GSP_DTW_59391,1
JFK_MLB_61470,1
PIT_ORD_87464,1
PHL_SJU_105111,1
ATL_TUS_74992,1
PIT_ORD_72410,1
LGA_PBI_72600,1
MSP_LGA_79250,1
MSP_MIA_63040,1
CLE_LGA_88403,1
ORD_MEM_86021,1
SLC_PSP_89588,1
CVG_CLT_66327,1
SLC_ATL_72151,1
JAX_BOS_103474,1
SAV_ATL_81216,1
BWI_ABQ_100874,1
MDW_BNA_73295,1
LAX_DFW_72513,1
FLL_BDL_98491,1
MSP_DFW_89661,1
CLT_DFW_73906,1
CVG_SAV_72692,1
RDU_LGA_81725,1
FLL_LGA_98029,1
ORD_AUS_72063,1
HOU_MDW_88920,1
TUL_ORD_74390,1
EWR_MDW_82764,1
OKC_HOU_68275,1
BTV_CLE_81281,1
MFE_IAH_60047,1
RIC_ORD_79754,1
MCO_BWI_93625,1
FNT_ATL_70065,1
MSP_RSW_92309,1
OMA_IAH_94506,1
DFW_EWR_63978,1
MDW_PHL_64877,1
CLT_ORF_70152,1
IND_ATL_87697,1
HOU_TUL_75098,1
BOS_MDW_96251,1
LGA_MIA_74289,1
IAH_XNA_82064,1
BTR_DFW_66215,1
ATL_MLU_68217,2
DEN_SBA_89773,1
MCO_PIT_69741,1
DEN_FAT_86744,1
MCO_LAX_75827,1
DFW_RDU_79192,1
MCO_BDL_59818,1
DCA_LGA_75756,1
PHX_OMA_90581,1
SFO_SEA_56948,1
CLE_ATL_103591,1
DFW_ORD_92350,1
SYR_DFW_98118,1
PHL_DTW_71784,1
MHT_PHL_72426,1
CLE_STL_77669,1
DCA_ATL_67437,1
PHL_ATL_84611,1
HSV_DFW_105194,1
BWI_JFK_58052,1
BDL_IAH_79466,1
TUS_IAH_68833,1
LAX_BOS_90145,1
EWR_JAX_80364,1
ATL_STL_79012,1
MSP_DCA_77449,1
LGA_RDU_104718,1
BUF_PHL_99851,1
RSW_STL_72923,1
DCA_IAH_79757,1
ONT_PHX_95318,2
OKC_ORD_60577,2
ISP_PBI_77378,1
SLC_GEG_67795,1
DTW_BWI_71458,1
SEA_OAK_61100,2
PHF_ATL_99947,1
MSP_ORD_102058,1
MSP_ORD_102187,1
DFW_CVG_94634,1
CVG_RDU_74224,1
AUS_PHX_71816,1
PIT_ATL_67396,1
BOS_JFK_101797,1
DTW_IAH_71652,1
DCA_BOS_74629,1
RNO_LAS_78563,1
STL_PHX_67389,1
LAS_MDW_68882,1
SLC_ORD_64324,1
ORD_LEX_89560,1
MIA_ORD_98171,1
IAD_MCO_77601,1
TPA_MHT_67943,1
DEN_MIA_90357,2
DTW_SAN_95271,1
SJU_CLE_94477,1
ATL_MLI_73987,1
SNA_DEN_58753,1
CRW_ATL_63261,1
TYS_CLE_92101,1
PHX_SJC_95700,1
BDL_RSW_97472,1
DEN_LAX_70598,1
SAT_LAS_105193,1
GRR_MSP_76151,1
DEN_SEA_75221,1
IAH_HSV_97942,1
ORD_FSD_61758,1
MSN_MSP_86716,1
MKE_CVG_70983,1
SLC_MFR_58879,1
OMA_DFW_86853,1
ORD_BOS_84062,1
MDW_DTW_79713,1
AUS_SLC_62266,1
ORD_SJU_99791,1
HOU_BNA_98519,1
AVL_CVG_93061,1
ORF_BOS_65045,1
LGA_DCA_60251,1
BOS_DCA_73353,1
ORD_SAN_75769,1
PIT_CLT_101885,1
PHL_MIA_100776,1
IAD_CRW_87164,1
PHL_PIT_96487,1
ATL_PVD_70433,1
BOS_RDU_64350,2
MCO_EWR_63009,2
DFW_GSP_103779,2
LGA_IAH_88307,1
ORD_GEG_72723,1
DEN_PHL_103295,1
CLT_SFO_69270,1
ATL_MKE_89114,1
CVG_HVN_91124,1
MIA_CLT_81189,1
ATL_ORD_90836,1
JFK_SJU_87139,1
DEN_DRO_94287,1
BUR_SLC_71944,1
CVG_MSP_81721,1
LAS_LAX_58273,1
MSP_DEN_105216,1
CHS_PHL_71088,1
SAV_ATL_94344,1
CLT_PHL_93490,1
STL_MSP_89794,1
MSY_PHL_79399,1
IND_MSP_76744,1
SFO_IAD_72844,1
MDT_CVG_91746,1
LGA_DTW_86205,1
PHX_BNA_90186,1
ORD_IAD_59731,1
BWI_MCO_97707,1
CVG_RIC_100496,1
ORF_PHL_105392,1
SAN_SLC_86225,1
DCA_MDW_70341,1
IAD_JFK_68311,1
BOS_MCO_84856,1
MEM_IAH_96198,1
IAD_TYS_87897,1
IAH_ONT_67705,1
RSW_MDW_77075,1
MSP_BNA_96174,1
DEN_GJT_59971,1
PHL_IAH_74997,1
MAF_HOU_91661,1
PDX_ATL_94368,1
JAX_IAH_56972,1
DFW_LAX_92401,1
GSO_DTW_64752,1
CVG_BGR_68084,1
PHL_DTW_62715,1
BOS_ORD_97527,1
ORD_STL_61810,1
PBI_LGA_71777,1
RNO_SEA_67381,1
MDW_BWI_84943,1
RDU_MIA_84384,1
ORD_RIC_100756,1
ATL_TPA_63686,1
ATL_ORD_65877,1
DFW_CVG_87260,1
LAX_ORD_77843,1
SLC_BOI_72431,1
DFW_STL_59032,1
SLC_DFW_65749,1
LGB_DFW_76965,1
IAH_CLE_65224,1
ATW_CVG_66408,1
LAS_PHX_62850,1
CLE_CVG_99067,1
BNA_PVD_85082,1
SAN_SJC_96497,2
MSP_PHL_84833,1
DEN_SAT_95323,1
ELP_DAL_102982,1
LAX_SMF_88105,1
IAH_ABQ_99057,1
CMH_IAH_75411,1
IAH_JAX_83804,1
ATL_SAT_78368,1
SEA_OAK_63800,1
DEN_PHX_59253,1
MCI_LAX_79468,1
MIA_ATL_56918,1
PHX_DFW_80165,1
MCO_CLT_89156,1
BOS_SJU_78039,1
LAX_JFK_58468,1
JFK_PIT_58511,1
RNO_DEN_59473,1
CVG_STL_81397,1
GSP_LGA_81422,1
LAX_DFW_99510,1
BOS_RSW_91940,1
DEN_PDX_102547,1
MIA_EWR_61201,1
DTW_ORD_72561,1
TLH_JFK_86409,1
ATL_ICT_80004,1
CMH_DCA_63409,1
RNO_SEA_75353,1
ORD_MSP_74903,1
IAH_BNA_64047,1
ATL_DAB_75686,1
SLC_SJC_98968,1
PHL_MSY_104082,1
CLE_GSP_73251,1
LAS_SEA_80604,1
SDF_ATL_98579,1
SJC_SEA_79094,1
HPN_CVG_79281,1
CVG_ATW_100935,1
FLL_SLC_88870,1
DCA_EWR_85524,1
ORD_RIC_100615,1
SAN_IAH_87405,1
PIT_DFW_97805,2
OMA_ATL_89366,1
CVG_CID_96350,1
MKE_MSP_95068,1
PIT_FLL_93975,1
ORD_MCO_57359,1
MOT_MSP_66636,1
DTW_CVG_88708,1
IND_DFW_99668,1
SAN_ATL_98058,1
SRQ_IAH_74632,1
SNA_SFO_89388,1
ATL_MIA_88253,1
LAX_DFW_67451,1
MSP_DEN_68553,1
BOS_OAK_103915,1
BOS_PHF_91039,1
TPA_IAH_59802,1
MCO_PIT_58485,1
SFO_HNL_80684,1
GSO_BOS_71446,1
LAS_SLC_62753,1
DTW_STL_79186,1
TPA_CVG_74061,1
LAX_MSP_102727,1
ATL_AUS_93991,1
MSP_CMH_91126,1
MCO_DFW_68043,1
BNA_PVD_101705,1
TPA_HSV_98048,1
IAH_ATL_57633,1
CAE_CVG_85232,1
CLE_BOS_95480,1
ATL_EWR_104948,1
JFK_PBI_62052,1
PBI_ATL_102832,1
APF_ATL_96915,1
IND_ORD_65667,1
MSY_DEN_85391,1
DSM_ATL_84927,2
PDX_SJC_97104,1
MSP_GEG_63164,1
JFK_MCO_97228,1
TPA_DFW_90733,1
DCA_ATL_56939,1
DEN_PDX_79405,1
MRY_LAX_64470,1
SLC_ONT_83090,1
ATL_ORD_99788,1
OAK_BUR_92712,1
IAH_BFL_93868,1
SRQ_ATL_72607,1
PHX_SMF_61546,1
ATL_PNS_73923,1
DCA_ATL_76715,1
SFO_BOS_69645,1
BOS_ORF_74275,1
ONT_DEN_71429,1
RDU_LGA_83570,1
DTW_BDL_63227,1
GSO_TPA_98067,1
BOS_LGA_78731,1
MSY_DEN_104776,2
PDX_PHX_104565,2
ORD_EWR_65765,1
EVV_ORD_103457,1
MEI_ATL_68413,1
SEA_ATL_88700,1
SDF_DFW_66918,1
BUR_ATL_61295,1
CLT_CVG_88783,1
MDW_PVD_69565,1
CVG_EWR_80880,1
MSP_BWI_65981,1
SEA_DEN_64277,1
DAY_ORD_66077,1
STL_DTW_74776,1
ORD_DCA_103101,1
SHV_CVG_85909,1
MLU_IAH_80998,1
ORD_ORF_68409,1
STL_DFW_71073,1
BGR_LGA_63280,1
MSP_SFO_102882,1
CVG_STL_102398,1
DTW_MEM_82880,1
JFK_LAS_60784,1
SMF_DFW_79834,1
SAN_OAK_73520,1
IAD_BDL_91276,1
BOS_RDU_95999,1
ATL_BWI_81582,1
PHX_AUS_58136,1
JFK_SAV_77006,1
DEN_LAS_91585,1
IAH_DCA_99664,1
MDW_ATL_79960,1
MSP_MDW_71615,1
MSY_MCO_79344,1
ATL_MIA_86247,2
IAH_HNL_71109,2
IAH_SLC_57235,2
RDU_JFK_83750,1
MLB_ATL_78241,1
MSP_LGA_77432,1
BOS_SJU_73995,1
SAV_ATL_78795,1
ORD_EVV_75649,1
SEA_CVG_91759,1
RNO_PDX_100192,1
DFW_DSM_69873,1
ORD_AZO_68955,1
PIT_CLT_60561,1
SJC_PHX_82156,1
DEN_MCI_67951,2
DAB_ATL_94323,1
ORD_DFW_65499,1
LBB_DFW_72453,1
TUL_DFW_66240,2
BDL_PHL_70109,1
DFW_LAX_86592,1
OAK_LGB_100013,1
JFK_PHL_69307,1
ATL_RSW_67164,1
FLL_MEM_83279,1
LAX_EWR_73408,1
OKC_ATL_82693,1
OAK_BOS_74193,1
TPA_CLE_99973,1
DFW_LAS_103611,1
DFW_BTR_66093,1
DCA_CLE_59081,1
LGA_MSP_85780,1
PHX_IAH_74398,1
MSP_CVG_58784,1
